id	title	question	answer	response_question	response_answer	statement
56d004e5234ae51400d9c269	New_York_City	Which two sports stadiums of New York City were featured on US stamps?	the original Yankee Stadium and Ebbets Field	which two sports stadiums of New York City were featured on us stamps?	the original Yankee Stadium and Ebbets Field	the original Yankee Stadium and Ebbets Field were featured on us stamps
56d10dd217492d1400aab838	New_York_City	In what year were the Brooklyn Dodgers founded?	1882	in what year were the Brooklyn Dodgers founded?	1882	the Brooklyn Dodgers were founded in 1882
56d10dd217492d1400aab839	New_York_City	What professional soccer organization is headquartered in New York?	Major League Soccer	what professional soccer organization is headquartered in New York?	major league soccer	major league soccer is headquartered in New York
56d10dd217492d1400aab83a	New_York_City	How many professional sports leagues have their headquarters in New York?	five	how many professional sports leagues have their headquarters in New York?	five	there are five professional sports league -s with their headquarters in New York
56d10dd217492d1400aab83b	New_York_City	About how many major professional sports teams have been based at one time or another in New York?	forty	about how many major professional sports teams have been based at one time or another in New York?	forty	new york has hosted forty major professional sports teams
56d00567234ae51400d9c273	New_York_City	NYC is known as the Capital of which sport?	Baseball	NYC is known as the Capital of which sport?	Baseball	nyc is known as the capital of baseball
56d00567234ae51400d9c274	New_York_City	How many Major League Baseball World Series has NYC teams won?	35	How many Major League Baseball World Series has NYC teams won?	35	nyc team -s have won 35 Major League Baseball World Series
56d00567234ae51400d9c275	New_York_City	It is one of only five areas to contain two teams of what sport?	Baseball	it is one of only five areas to contain two teams of what sport?	baseball	it is one of only five areas to contain two teams of baseball
56d00567234ae51400d9c277	New_York_City	How many minor league baseball teams are there in NYC?	two	How many minor league baseball teams are there in nyc?	two	there are two minor league baseball team -s in nyc
56d10e4617492d1400aab840	New_York_City	How many World Series have New York teams won?	35	how many World Series have New York teams won?	35	new york team -s have won 35 World Series
56d10e4617492d1400aab841	New_York_City	How many Major League baseball league pennants have New York teams won?	73	how many Major League baseball league pennants have New York teams won?	73	new york teams have won 73 Major League baseball league pennants
56d10e4617492d1400aab842	New_York_City	How many professional baseball teams are located in New York?	two	how many professional baseball teams are located in New York?	two	there are two professional baseball team -s located in New York
56d10e4617492d1400aab843	New_York_City	How many times have two teams from New York played against each other in the World Series?	14	how many times have two team -s from New York played against each other in the World Series?	14	two team -s from New York have played against each other in the World Series 14 times
56d10e4617492d1400aab844	New_York_City	What is the nickname for a World Series where two New York teams play against each other?	Subway Series	what is the nickname for a World Series where two New York teams play against each other?	Subway Series	the Subway Series is the nickname for a World Series where two New York teams play against each other
56d005a1234ae51400d9c27e	New_York_City	The New York Giants and the New York Jets place at which stadium in NYC?	MetLife Stadium	the New York Giants and the New York Jets place at which stadium in nyc?	metlife Stadium	the New York Giants and the New York Jets place at metlife Stadium
56d005a1234ae51400d9c27f	New_York_City	When was the most recent superbowl held in NYC for football?	2014	when was the most recent superbowl held in nyc for football?	2014	the most recent superbowl was held in nyc in 2014
56d10e8f17492d1400aab84a	New_York_City	Along what the New York Jets, what NFL team is based in New York?	New York Giants	along what the New York Jets, what NFL team is based in New York?	the New York Giants	the New York Giants is based in New York
56d10e8f17492d1400aab84b	New_York_City	What stadium do the New York Jets call home?	MetLife Stadium	what stadium do the new york jets call home?	metlife stadium	the new york jets call home at metlife stadium
56d10e8f17492d1400aab84c	New_York_City	What city is MetLife Stadium located in?	East Rutherford, New Jersey	What city is MetLife Stadium located in?	East Rutherford, New Jersey	MetLife Stadium is located in East Rutherford, New Jersey
56d10e8f17492d1400aab84d	New_York_City	What Super Bowl took place at MetLife Stadium?	Super Bowl XLVIII	what Super Bowl took place at MetLife Stadium?	super Bowl XLVIII	super Bowl XLVIII took place at MetLife Stadium
56d10e8f17492d1400aab84e	New_York_City	In what year did a Super Bowl occur at MetLife Stadium?	2014	in what year did a super bowl occur at metlife stadium?	2014	a super bowl occurred at metlife stadium in 2014
56d005d9234ae51400d9c283	New_York_City	There are two hockey teams located in NYC. What are they?	The New York Islanders and the New York Rangers	there are two hockey teams located in nyc. what are they?	the New York Islanders and the New York Rangers	there are two hockey team -s located in nyc, they are the New York Islanders and the New York Rangers
56d005d9234ae51400d9c284	New_York_City	Which town do the New Jersey Devils hockey team play?	Newark	Which town do the New Jersey Devils hockey team play?	Newark	the new jersey devils hockey team play in Newark
56d10ec217492d1400aab854	New_York_City	In what city are the New Jersey Devils located?	Newark, New Jersey	in what city are the New Jersey Devils located?	Newark, New Jersey	the New Jersey Devils are located in Newark, New Jersey
56d10ec217492d1400aab855	New_York_City	What sport do the New York Rangers play?	Hockey	what sport do the New York Rangers play?	hockey	the new york Rangers play hockey
56d10ec217492d1400aab856	New_York_City	Along with the New York Rangers, what NHL franchise is based in New York?	New York Islanders	along with the new york rangers, what nhl franchise is based in new york?	the new york Islanders	along with the new york rangers, the new york Islanders are based in new york
56d00638234ae51400d9c291	New_York_City	Which two national basketball teams play in NYC?	the Brooklyn Nets and the New York Knicks	Which two national basketball teams play in nyc?	the Brooklyn Nets and the New York Knicks	the Brooklyn Nets and the New York Knicks play in nyc
56d00638234ae51400d9c292	New_York_City	New York City's women's basketball team is called what?	New York Liberty	New York City's women's basketball team is called what?	New York Liberty	New York City's women's basketball team is called the New York Liberty
56d00638234ae51400d9c293	New_York_City	The first college basketball championship took place in NYC in what year?	1938	the first college basketball championship took place in nyc in what year?	1938	the first college basketball championship took place in nyc in 1938
56d10f0617492d1400aab864	New_York_City	What Women's National Basketball Association team is based in New York?	New York Liberty	What Women's National Basketball Association team is based in New York?	New York Liberty	the New York Liberty is based in New York
56d10f0617492d1400aab865	New_York_City	What is the name of the collegiate basketball championship that takes place in New York?	National Invitation Tournament	What is the name of the collegiate basketball championship that takes place in New York?	National Invitation Tournament	the National Invitation Tournament takes place in New York
56d10f0617492d1400aab866	New_York_City	In what year was the inaugural National Invitation Tournament?	1938	in what year was the inaugural National Invitation Tournament?	1938	the inaugural National Invitation Tournament was in 1938
56d10f0617492d1400aab867	New_York_City	Along with the Brooklyn Nets, what NBA team is based in New York?	New York Knicks	along with the Brooklyn Nets, what nba team is based in new york?	the New York Knicks	along with the Brooklyn Nets, the New York Knicks are based in New York
56d006f6234ae51400d9c29b	New_York_City	Which borough of New York hosts the US Open Tennis championships?	Queens	Which borough of New York hosts the us open tennis championships?	queens	the us open tennis championships are hosted in Queens
56d006f6234ae51400d9c29c	New_York_City	The Wanamaker Mile is an event by which annual track and field meeting?	Millrose Games	the Wanamaker Mile is an event by which annual track and field meeting?	the millrose Games	the Wanamaker Mile is an event by which annual track and field meeting the millrose Games
56d006f6234ae51400d9c29d	New_York_City	The oldest, longest horse races in the US are located in NYC called what?	Belmont Stakes	the oldest, longest horse races in the us are located in nyc called what?	the belmont Stakes	the belmont Stakes are located in nyc
56d006f6234ae51400d9c29e	New_York_City	Which years did NYC host the PGA golf championships?	1930 and 1939	which years did nyc host the pga golf championships?	1930 and 1939	nyc hosted the pga golf championships in 1930 and 1939
56d006f6234ae51400d9c29f	New_York_City	The Amateur Boxing Golden Gloves are held at which location in NYC?	Madison Square Garden	the Amateur Boxing Golden Gloves are held at which location in nyc?	madison square garden	the Amateur Boxing Golden Gloves are held at madison square garden
56d1100317492d1400aab880	New_York_City	In what borough is the National Tennis Center located?	Queens	in what borough is the National Tennis Center located?	queens	the National Tennis Center is located in Queens
56d1100317492d1400aab881	New_York_City	What tennis Grand Slam event is held at the National Tennis Center?	United States Open Tennis Championships	What tennis Grand Slam event is held at the National Tennis Center?	United States Open Tennis Championships	the United States Open Tennis Championships is held at the National Tennis Center
56d1100317492d1400aab882	New_York_City	How many people completed the New York Marathon in 2006?	37,866	how many people completed the new york marathon in 2006?	37,866	thirty-seven thousand eight hundred –sixty –six people completed the new york marathon in 2006
56d1100317492d1400aab883	New_York_City	What annual sporting competition features the Wanamaker Mile?	Millrose Games	what annual sporting competition features the wanamaker mile?	the millrose games	the millrose games features the wanamaker mile
56d1100317492d1400aab884	New_York_City	At what venue does the Amateur Boxing Golden Gloves take place?	Madison Square Garden	at what venue does the amateur boxing golden gloves take place?	madison square garden	the amateur boxing golden gloves take place at madison square garden
56d0071a234ae51400d9c2a5	New_York_City	A version of baseball played in city streets was nicknamed was in the 1930s?	Stickball	a version of baseball played in city streets was nicknamed was in the 1930s?	stickball	a version of baseball played in city streets was nicknamed stickball in the 1930s
56d1104317492d1400aab88a	New_York_City	What street was renamed in the late 2000s to commemorate the street version of baseball?	Stickball Boulevard	what street was renamed in the late 2000s to commemorate the street version of baseball?	stickball boulevard	the street was renamed in the late 2000s to commemorate stickball boulevard
56d1104317492d1400aab88b	New_York_City	In what borough is Stickball Boulevard located?	the Bronx	in what borough is Stickball Boulevard located?	the Bronx	Stickball Boulevard is located in the Bronx
56d007a6234ae51400d9c2a7	New_York_City	Which subway system is considered the largest in the world?	New York City Subway system	which subway system is considered the largest in the world?	new york city subway system	the new york city subway system is considered the largest in the world
56d007a6234ae51400d9c2a8	New_York_City	How many stations does the  New York City Subway system contain?	469	how many stations does the New York City Subway system contain?	469	the New York City Subway system contains 469 station -s
56d007a6234ae51400d9c2a9	New_York_City	Which station is known as the world's biggest railroad station?	Grand Central Station	which station is known as the world’s biggest railroad station?	grand central station	grand central station is known as the world’s biggest railroad station
56d110db17492d1400aab899	New_York_City	How many people rode the New York City Subway in 2014?	1.75 billion	how many people rode the New York City Subway in 2014?	1.75 billion	the New York City Subway was ridden by 1.75 billion people in 2014
56d110db17492d1400aab89a	New_York_City	What is the nickname given to Grand Central Terminal?	Grand Central Station	what is the nickname given to Grand Central Terminal?	Grand Central Station	the nickname given to Grand Central Terminal is Grand Central Station
56d00813234ae51400d9c2ad	New_York_City	How many minutes does it take the average New Yorker to get to work?	38.4	how many minutes does it take the average New Yorker to get to work?	38.4	the average new yorker takes 38.4 minutes to get to work
56d00813234ae51400d9c2af	New_York_City	What percentage of New Yorkers use public transportation to get to work?	54.6	what percentage of New Yorkers use public transportation to get to work?	54.6	fifty-four point six percent of New Yorkers use public transportation to get to work
56d00813234ae51400d9c2b0	New_York_City	What percentage of people living in Manhattan own a car?	22	what percentage of people living in Manhattan own a car?	22	22 percent of people living in Manhattan own a car
56d114ae17492d1400aab8ba	New_York_City	In 2005, what percentage of New York residents used mass transit to get to work?	54.6%	in 2005, what percentage of New York residents used mass transit to get to work?	54.6%	in 2005, 54.6% of New York residents used mass transit to get
56d114ae17492d1400aab8bb	New_York_City	What percentage of Americans drive cars to work?	90%	what percentage of Americans drive cars to work?	90%	ninety percent of Americans drive cars to work
56d114ae17492d1400aab8bc	New_York_City	In minutes, how long does it take for the average New Yorker to get to work?	38.4	in minutes, how long does it take for the average New Yorker to get to work?	38.4	the average New Yorker takes 38.4 minutes to get to work
56d114ae17492d1400aab8bd	New_York_City	What percentage of New York households don't own an automobile?	52%	what percentage of New York households don't own an automobile?	52%	fifty –two percent of New York households don't own an automobile
56d114ae17492d1400aab8be	New_York_City	What percentage of Manhattan residents own an automobile?	22%	what percentage of Manhattan residents own an automobile?	22%	22% of Manhattan residents own an automobile
56d0090d234ae51400d9c2b7	New_York_City	The busiest bus station in the world in the world is called what?	Port Authority Bus Terminal	the busiest bus station in the world in the world is called what?	Port Authority Bus Terminal	the busiest bus station in the world in the world is called Port Authority Bus Terminal
56d1179117492d1400aab90c	New_York_City	How many buses visit the Port Authority Bus Terminal each day?	7,000	how many buses visit the Port Authority Bus Terminal each day?	7,000	seven thousand buses visit the Port Authority Bus Terminal each day
56d1179117492d1400aab90d	New_York_City	How many New Yorkers ride the bus on a daily basis?	200,000	how many New Yorkers ride the bus on a daily basis?	200,000	new Yorkers ride the bus on a daily basis in 200,000
56d1179117492d1400aab90e	New_York_City	What is New York's primary bus terminal?	Port Authority Bus Terminal	what is new york’s primary bus terminal?	Port Authority Bus Terminal	new york’s primary bus terminal is Port Authority Bus Terminal
56d009f6234ae51400d9c2b9	New_York_City	The three airports that have the most people come through them in NYC are which?	John F. Kennedy International Airport, Newark Liberty International Airport, and LaGuardia Airport	the three airports that have the most people come through them in nyc are which?	john f. Kennedy International Airport, Newark Liberty International Airport, and LaGuardia Airport	the three airports that have the most people come through them in nyc are john
56d1186417492d1400aab912	New_York_City	What is the second busiest airport in the New York metro area?	Newark Liberty International Airport	what is the second busiest airport in the new york metro area?	newark liberty international airport	newark liberty international airport is the second busiest airport in the new york metro area
56d1186417492d1400aab913	New_York_City	In 2011, what airport did the most international travelers in North America visit?	John F. Kennedy International Airport	in what year were the five borough -s combined into one city?	1898	the five borough -s were combined into one city in 1898
56d1186417492d1400aab914	New_York_City	What city is Stewart International Airport located close to?	Newburgh, New York	What city is Stewart International Airport located close to?	Newburgh, New York	Stewart International Airport is located close to Newburgh, New York
56d1186417492d1400aab915	New_York_City	How many travelers visited JFK, LaGuardia and Newark Liberty in 2012?	109 million	how many travelers visited jfk, laguardia and newark liberty in 2012?	109 million	the number of traveler –s visited jfk, laguardia and newark liberty in 2012 was
56d00a2d234ae51400d9c2bb	New_York_City	The world's most popular ferry route is which in NYC? 	The Staten Island Ferry	the world's most popular ferry route is which in nyc?	the Staten Island Ferry	the world's most popular ferry route is the Staten Island Ferry in nyc
56d00a2d234ae51400d9c2bc	New_York_City	How many hours a day does the The Staten Island Ferry run?	24	how many hours a day does the the Staten Island Ferry run?	24	the the Staten Island Ferry runs for 24 hours a day
56d118e717492d1400aab92c	New_York_City	In kilometers, how long is the Staten Island Ferry route?	8.4	in kilometers, how long is the Staten Island Ferry route?	8.4	the Staten Island Ferry route is 8.4 kilometers long
56d118e717492d1400aab92d	New_York_City	Staring in State Island, in what borough does the Staten Island Ferry's route terminate?	Manhattan	staring in State Island, in what borough does the Staten Island Ferry's route terminate?	Manhattan	the Staten Island Ferry's route terminates in Manhattan
56d118e717492d1400aab92e	New_York_City	How many passengers ride the Staten Island Ferry annually?	20 million	how many passengers ride the Staten Island Ferry annually?	20 million	the Staten Island Ferry carries 20 million passenger –s annually
56d00b23234ae51400d9c2c3	New_York_City	Which bridge in NYC is the busiest in the world?	The George Washington Bridge	which bridge in nyc is the busiest in the world?	the George Washington Bridge	the George Washington Bridge is the busiest bridge in the world
56d00b23234ae51400d9c2c4	New_York_City	The biggest suspension bridge in the US is what?	The Verrazano-Narrows Bridge	the biggest suspension bridge in the us is what?	the Verrazano-Narrows Bridge	the biggest suspension bridge in the us is the Verrazano-Narrows Bridge
56d00b23234ae51400d9c2c5	New_York_City	The bridge made with steel-wire is which in NYC?	The Brooklyn Bridge	the bridge made with steel-wire is which in nyc?	the Brooklyn Bridge	the bridge made with steel-wire is in nyc the Brooklyn Bridge
56d00b23234ae51400d9c2c6	New_York_City	The Brooklyn Bridge was the worlds largest until what date?	1903	the Brooklyn Bridge was the worlds largest until what date?	1903	the Brooklyn Bridge was the worlds largest until 1903
56d11aec17492d1400aab97d	New_York_City	What is the busiest bridge for cars in the world?	George Washington Bridge	what is the busiest bridge for cars in the world?	the george washington bridge	the george washington bridge is the busiest bridge for cars in the world
56d11aec17492d1400aab97e	New_York_City	Starting in Manhattan, the George Washington Bridge terminates in what New Jersey county?	Bergen	starting in Manhattan, the george washington bridge terminates in what new jersey county?	bergen	the george washington bridge terminates in the Bergen county
56d11aec17492d1400aab97f	New_York_City	What is the longest suspension bridge in the United States?	Verrazano-Narrows Bridge	what is the longest suspension bridge in the United States?	the verrazano-narrows bridge	the verrazano-narrows bridge is the longest suspension bridge in the United States
56d11aec17492d1400aab980	New_York_City	What style of architecture was used to design the Brooklyn Bridge?	neo-Gothic	what style of architecture was used to design the Brooklyn Bridge?	neo-Gothic	the brooklyn Bridge was designed using neo-Gothic architecture
56d11aec17492d1400aab981	New_York_City	In what year did the Brooklyn Bridge cease to be the world's longest suspension bridge?	1903	in what year did the Brooklyn Bridge cease to be the world’s longest suspension bridge?	1903	the Brooklyn Bridge ceased to be the world’s longest suspension bridge in 1903
56d00bc5234ae51400d9c2cb	New_York_City	Which tunnel do 120,000 vehicles travel through a day in NYC?	The Lincoln Tunnel	which tunnel do 120,000 vehicles travel through a day in nyc?	the Lincoln Tunnel	120,000 vehicles travel through the Lincoln Tunnel a day in nyc
56d00bc5234ae51400d9c2cc	New_York_City	The Holland Tunnel opened in what year?	1927	the Holland Tunnel opened in what year?	1927	the Holland Tunnel opened in 1927
56d00bc5234ae51400d9c2cd	New_York_City	The Queens-Midtown Tunnel was finished in what year?	1940	the Queens-Midtown Tunnel was finished in what year?	1940	the Queens-Midtown Tunnel was finished in 1940
56d00bc5234ae51400d9c2ce	New_York_City	Who was the first person to drive through The Queens-Midtown Tunnel?	President Franklin D. Roosevelt	who was the first person to drive through The Queens-Midtown Tunnel?	President Franklin D. Roosevelt	President Franklin D. Roosevelt was the first person to drive through The Queens-Midtown Tunnel
56d11bca17492d1400aab9a1	New_York_City	How many vehicles utilize the Lincoln Tunnel daily?	120,000	how many vehicles utilize the Lincoln Tunnel daily?	120,000	one hundred twenty thousand vehicles utilize the Lincoln Tunnel daily
56d11bca17492d1400aab9a2	New_York_City	What body of water is above the Lincoln Tunnel?	Hudson River	what body of water is above the Lincoln Tunnel?	the Hudson River	the Hudson River is above the Lincoln Tunnel
56d11bca17492d1400aab9a3	New_York_City	What borough is connected to New Jersey via the Lincoln Tunnel?	Manhattan	what borough is connected to new jersey via the Lincoln Tunnel?	manhattan	the borough connected to new jersey via the Lincoln Tunnel is Manhattan
56d11bca17492d1400aab9a4	New_York_City	In what New Jersey city does the Holland Tunnel terminate?	Jersey City	in what New Jersey city does the Holland Tunnel terminate?	Jersey City	the Holland Tunnel terminates in Jersey City
56d11bca17492d1400aab9a5	New_York_City	Who drove through the Queens-Midtown Tunnel before anyone else?	Franklin D. Roosevelt	who drove through the Queens-Midtown Tunnel before anyone else?	franklin d. roosevelt	franklin d. roosevelt drove through the Queens-Midtown Tunnel before anyone else
56d00beb234ae51400d9c2d3	New_York_City	How many daily bicycle riders are there in NYC?	200,000	how many daily bicycle riders are there in nyc?	200,000	there are 200,000 daily bicycle riders in nyc
56d11cb517492d1400aab9b5	New_York_City	Each day, about how many New Yorkers bike?	200,000	each day, about how many New Yorkers bike?	200,000	about 200,000 new Yorkers bike each day
56d11cb517492d1400aab9b6	New_York_City	About what percentage of New York City travel is done by bike or on foot?	21%	about what percentage of New York City travel is done by bike or on foot?	21%	approximately 21% of New York City travel is done by bike or on foot
56d11cb517492d1400aab9b7	New_York_City	What company paid for 10,000 bikes for the city's bicycle sharing program?	Citibank	what company paid for 10,000 bikes for the city's bicycle sharing program?	citibank	citibank paid for 10,000 bikes for the city’s bicycle sharing program
56d11cb517492d1400aab9b8	New_York_City	Research by what institution of higher learning showed that most New Yorkers support bicycle sharing?	Quinnipiac University	research by what institution of higher learning showed that most New Yorkers support bicycle sharing?	quinnipiac university	research by quinnipiac university showed that most New Yorkers support bicycle sharing
56d11cb517492d1400aab9b9	New_York_City	Who ranked New York as the most walkable large US city in 2015?	Walk Score	who ranked New York as the most walkable large us city in 2015?	walk Score	walk Score ranked New York as the most walkable large us city in 2015
56d00c3f234ae51400d9c2d6	New_York_City	Who supplies NYC with drinkable water?	Catskill Mountains watershed	who supplies nyc with drinkable water?	catskill mountains watershed	nyc is supplied with drinkable water by the catskill mountains watershed
56d11dd317492d1400aab9c9	New_York_City	From what mountain range does New York's drinking water come from?	Catskill Mountains	from what mountain range does New York’s drinking water come from?	the Catskill Mountains	New York’s drinking water comes from the Catskill Mountains
56d11dd317492d1400aab9ca	New_York_City	How much is being spent on a water purification plant at the Croton Watershed?	US$3.2 billion	how much is being spent on a water purification plant at the Croton Watershed?	us$3.2 billion	a water purification plant is being spent us$3.2 billion at the Croton Watershed
56d11dd317492d1400aab9cb	New_York_City	After the water purification plant at the Croton Watershed is built, how much more water will be added to the city's supply each day?	290 million gallons	after the water purification plant at the croton watershed is built, how much more water will be added to the city's supply each day?	290 million gallons	the water purification plant at the croton watershed is built, adding
56d11dd317492d1400aab9cc	New_York_City	What percent increase in water supply will the city see after the Croton Watershed plant is finished?	20%	what percent increase in water supply will the city see after the croton watershed plant is finished?	20%	the city will see a 20% increase in water supply after the croton watershed plant is finished
56d11dd317492d1400aab9cd	New_York_City	In what geographical direction would a New Yorker travel to reach the Croton Watershed?	north	in what geographical direction would a New Yorker travel to reach the Croton Watershed?	north	a new Yorker would travel north to reach the Croton Watershed
56d00cce234ae51400d9c2de	New_York_City	How many members are on the NYC city council?	51	how many members are on the NYC city council?	51	the NYC city council has 51 member -s
56d00cce234ae51400d9c2df	New_York_City	How many terms can the mayjor of NYC serve in total?	three	How many terms can the mayjor of NYC serve in total?	three	the mayjor of NYC can serve for three terms in total
56d11f3717492d1400aab9e0	New_York_City	What is the duration of a New York City councilperson's term?	four-year	what is the duration of a New York City councilperson's term?	four-year	a New York City councilperson's term is four-year
56d11f3717492d1400aab9e1	New_York_City	How many councilors sit on the City Council?	51	how many councilors sit on the City Council?	51	fifty-one councilor -s sit on the City Council
56d11f3717492d1400aab9e2	New_York_City	How many terms in a row can a person serve as mayor?	three	how many terms in a row can a person serve as mayor?	three	a person can serve as mayor for three terms
56d11f3717492d1400aab9e3	New_York_City	What is the official journal of New York City?	the City Record	what is the official journal of New York City?	the City Record	the City Record is the official journal of New York City
56d11f3717492d1400aab9e4	New_York_City	If someone serves three consecutive terms as mayor and wants to run again, how many years must they wait?	four	if someone serves three consecutive terms as mayor and wants to run again, how many years must they wait?	four	someone must wait for four years to run again
56d00d6d234ae51400d9c2e4	New_York_City	Which political party holds the majority of most office terms in NYC?	Democrats	which political party holds the majority of most office terms in nyc?	democrats	the democrats hold the majority of most office terms in nyc
56d00d6d234ae51400d9c2e5	New_York_City	In 2008, what percentage of voters were democrats?	67	in 2008, what percentage of voters were democrats?	67	67 percent of voters were democrats in 2008
56d00d6d234ae51400d9c2e6	New_York_City	Which US president became the first to receive over 80 percent of NYC votes?	Barack Obama	Which US president became the first to receive over 80 percent of NYC votes?	barrack Obama	barrack Obama became the first to receive over 80 percent of NYC votes
56d00d6d234ae51400d9c2e7	New_York_City	What was the last year that a republican candidate won all four boroughs of NYC?	1924	what was the last year that a republican candidate won all four borough -s of nyc?	1924	a republican candidate won all four borough -s of nyc in 1924
56d00d6d234ae51400d9c2e8	New_York_City	Which president won all of NYC in 1924?	Calvin Coolidge	Which president won all of nyc in 1924?	calvin coolidge	calvin coolidge won all of nyc in 1924
56d120c117492d1400aaba0d	New_York_City	What party are most public officials of New York members of?	Democratic Party	what party are most public officials of New York members of?	the democratic party	most public officials of New York are members of the democratic party
56d120c117492d1400aaba0e	New_York_City	In November 2008, how many New Yorkers were registered as Democrats?	67%	in November 2008, how many New Yorkers were registered as Democrats?	67%	new Yorkers were registered as Democrats in 67%
56d120c117492d1400aaba0f	New_York_City	In what year was the last presidential election when a Republican won New York City?	1924	in what year was the last presidential election when a Republican won New York City?	1924	the last presidential election when a Republican won New York City occurred in 1924
56d120c117492d1400aaba10	New_York_City	How many boroughs did Barack Obama win in the 2012 presidential election?	five	how many boroughs did Barack Obama win in the 2012 presidential election?	five	Barack Obama won five borough -s in the 2012 presidential election
56d120c117492d1400aaba11	New_York_City	What political party was Calvin Coolidge a member of?	Republican	What political party was Calvin Coolidge a member of?	Republican	Calvin Coolidge was a member of the Republican party
56d101b117492d1400aab712	New_York_City	As of 2012, how many physicians were working in New York City?	43,523	as of 2012, how many physicians were working in New York City?	43,523	there were 43,523 physician –s working in New York City as of 2012
56d101b117492d1400aab713	New_York_City	Where is the Cornell University/Technion-Israel Institute of Technology located?	Roosevelt Island	where is the Cornell University/Technion-Israel Institute of Technology located?	roosevelt Island	the Cornell University/Technion-Israel Institute of Technology is located on roosevelt Island
56d101b117492d1400aab714	New_York_City	As of 2004, how many Nobel Prize winners had roots in New York institutions?	127	as of 2004, how many Nobel Prize winners had roots in New York institutions?	127	one hundred –twenty –seven Nobel Prize winner -s had roots in New York institutions as of 2004
56d104d117492d1400aab73e	New_York_City	How many people are admitted to HHC institutions annually?	225,000	how many people are admitted to hhc institutions annually?	225,000	two hundred twenty –five thousand people are admitted to hhc institutions annually
56d104d117492d1400aab73f	New_York_City	How many people visit HHC emergency rooms every year?	one million	how many people visit hhc emergency rooms every year?	one million	one million people visit hhc emergency room -s every year
56d104d117492d1400aab740	New_York_City	How many people visit HHC clinics annually?	five million	how many people visit hhc clinics annually?	five million	five million people visit hhc clinics annually
56d104d117492d1400aab741	New_York_City	What fraction of general hospital discharges receive treatment at HHC?	one-fifth	what fraction of general hospital discharges receive treatment at hhc?	one-fifth	one-fifth of general hospital discharges receive treatment at hhc
56d104d117492d1400aab742	New_York_City	What fraction of emergency room visits receive treatment at HHC?	one third	what fraction of emergency room visits receive treatment at hhc?	one third	one third of emergency room visit -s receive treatment at hhc
56d106be17492d1400aab774	New_York_City	Being exposed to what type of pollution has been theorized to increase aggression?	lead	being exposed to what type of pollution has been theorized to increase aggression?	lead	it has been theorized that exposure to lead increases aggression
56d106be17492d1400aab775	New_York_City	The decrease in crime in New York is sometimes attributed to the decline of what street drug?	crack	the decrease in crime in New York is sometimes attributed to the decline of what street drug?	crack	the decrease in crime in New York is sometimes attributed to the decline of crack
56d1089117492d1400aab7ac	New_York_City	Who commented on New York that "culture just seems to be in the air, like part of the weather"?	Tom Wolfe	who commented on New York that "culture just seems to be in the air, like part of the weather"?	tom wolfe	tom wolfe commented on New York that "culture just seems to be in the air, like part of the weather
56d1089117492d1400aab7ad	New_York_City	In what library can the book New York, culture capital of the world, 1940–1965 be found?	the National Library of Australia	in what library can the book new york, culture capital of the world, 1940–1965 be found?	the National Library of Australia	the National Library of Australia holds the book new york, culture capital of the
56d1089117492d1400aab7ae	New_York_City	What institution of higher education has described New York as the cultural capital of the world?	Baruch College	What institution of higher education has described New York as the cultural capital of the world?	baruch college	baruch college has described New York as the cultural capital of the world
56d1089117492d1400aab7af	New_York_City	Along with Latvia, the consulate of what country has called New York the cultural capital of the world?	Iceland	along with latvia, the consulate of what country has called new york the cultural capital of the world?	iceland	the consulate of what country has called new york the cultural capital of the world in iceland
56d10b9a17492d1400aab7f8	New_York_City	In what borough is the Lincoln Center for the Performing Arts located?	Manhattan	in what borough is the Lincoln Center for the Performing Arts located?	manhattan	the Lincoln Center for the Performing Arts is located in Manhattan
56d10b9a17492d1400aab7f9	New_York_City	In what part of Manhattan can you find Lincoln Square?	Upper West Side	in what part of Manhattan can you find Lincoln Square?	the Upper West Side	the Upper West Side is where you can find Lincoln Square
56d10b9a17492d1400aab7fa	New_York_City	In what square is the theater named after Lee Strasberg located?	Union Square	in what square is the theater named after lee strasberg located?	union square	the theater named after lee strasberg is located in union square
56d10b9a17492d1400aab7fb	New_York_City	At what institution of higher education is the Tisch School of the Arts located?	New York University	at what institution of higher education is the Tisch School of the Arts located?	new york university	the Tisch School of the Arts is located at new york university
56d10b9a17492d1400aab7fc	New_York_City	In what New York park can one find performances at no cost?	Central Park	in what New York park can one find performances at no cost?	central park	one can find performances at no cost in central park
56d10c1f17492d1400aab806	New_York_City	What New York thoroughfare is Museum Mile located on?	Fifth Avenue	What New York thoroughfare is Museum Mile located on?	fifth Avenue	Museum Mile is located on fifth Avenue
56d10c1f17492d1400aab807	New_York_City	In what borough is Museum Mile located?	Manhattan	in what borough is Museum Mile located?	manhattan	museum mile is located in the borough of Manhattan
56d10c1f17492d1400aab808	New_York_City	When was the Guggenheim built?	1959	when was the guggenheim built?	1959	the guggenheim was built in 1959
56d10c1f17492d1400aab809	New_York_City	In what year was the grand opening of the Museum for African Art on 110th Street?	2012	in what year was the grand opening of the Museum for African Art on 110th Street?	2012	the grand opening of the Museum for African Art on 110th Street occurred in 2012
56d10c1f17492d1400aab80a	New_York_City	In what part of Manhattan is the Museum Mile located?	Upper East Side	in what part of Manhattan is the Museum Mile located?	the Upper East Side	the Museum Mile is located in the Upper East Side
