id	title	question	answer	statement
56d1081117492d1400aab798	New_York_City	What is the street address of the New York Fire Department headquarters?	9 MetroTech Center	the New York Fire Department headquarters is located at 9 MetroTech Center
56d1081117492d1400aab799	New_York_City	In what borough is the FDNY headquartered?	Brooklyn	the FDNY is headquartered in the Brooklyn borough
56d1081117492d1400aab79a	New_York_City	Where is the fire department's training academy located?	Randalls Island	the fire department’s training academy is located at Randalls Island
56d1081117492d1400aab79b	New_York_City	What is the street address of the Bureau of Fire Communications alarm office in Brooklyn?	11 Metrotech Center	the Bureau of Fire Communications alarm office is located at 11 Metrotech Center in Brooklyn
56cfffb0234ae51400d9c23f	New_York_City	Jazz became popular during which decade in NYC?	1940s	Jazz became popular during the 1940s in NYC
56cfffb0234ae51400d9c240	New_York_City	Which decade did hip hop start to surface in NYC?	1970s	hip hop started to surface in NYC in the 1970s
56d108f917492d1400aab7b4	New_York_City	What was the name of the cultural development that defined the black American literary canon?	the Harlem Renaissance	the Harlem Renaissance was the cultural development that defined the black American literary canon
56d108f917492d1400aab7b5	New_York_City	What musical style was prominent in New York in the 1940s?	jazz	jazz was prominent in New York in the 1940s
56d108f917492d1400aab7b6	New_York_City	What artistic style was prominent in New York in the 1950s?	abstract expressionism	abstract expressionism was prominent in New York in the 1950s
56d108f917492d1400aab7b7	New_York_City	What was the name of the new musical style that emerged from New York in the 1970s?	hip hop	the hip hop was the new musical style that emerged from New York in the 1970s
56d000c5234ae51400d9c24d	New_York_City	The fashion capital of the world is what city in the US?	New York City	the fashion capital of the world is New York City
56d000c5234ae51400d9c24e	New_York_City	One of the biggest fashion shows in the world is named what in New York?	New York Fashion Week	one of the biggest fashion show -s in the world is named New York Fashion Week
56d1099d17492d1400aab7c4	New_York_City	By what other name is abstract expressionism known?	the New York School	abstract expressionism is known as the New York School
56d1099d17492d1400aab7c5	New_York_City	What is the name of the prominent fashion event that occurs in New York?	New York Fashion Week	New York Fashion Week is the name of the prominent fashion event that occurs in New York
56d1099d17492d1400aab7c6	New_York_City	Who ranked New York as the fashion capital of the world?	the Global Language Monitor	the Global Language Monitor ranked New York as the fashion capital of the world
56d0036a234ae51400d9c252	New_York_City	The Broadway Musical began in what decade?	1880s	the Broadway Musical began in the 1880s
56d10a4717492d1400aab7d4	New_York_City	Approximately how many galleries of art are in New York City?	500	approximately five hundred gallery -s of art are in New York City
56d10a4717492d1400aab7d5	New_York_City	Along with Broadway, what New York thoroughfare is associated with Broadway musicals?	42nd Street	Broadway is associated with 42nd Street
56d10a4717492d1400aab7d6	New_York_City	Who was Hart's writing partner?	Harrigan	Hart’s writing partner was Harrigan
56d10a4717492d1400aab7d7	New_York_City	About how many cultural and artistic organizations are in New York City?	2,000	there are two thousand cultural and artistic organization -s in New York City
56d10a4717492d1400aab7d8	New_York_City	What technological development led resulted in elaborate stage productions? 	electric lighting	electric lighting led resulted in elaborate stage production -s
56d003cd234ae51400d9c257	New_York_City	How many people attended Broadway shows during the 2013-2014 season?	12.21 million	the twelve –point –two –one million people attended Broadway shows during the 2013-2014 season
56d10ab417492d1400aab7e4	New_York_City	What is the nickname of the Times Square Theater District?	The Great White Way	the Times Square Theater District is nicknamed the Great White Way
56d10ab417492d1400aab7e5	New_York_City	What was the dollar amount of the tickets sold on Broadway in 2013-14?	US$1.27 billion	the dollar amount of the ticket -s sold on Broadway in 2013-14 was US$1.27 billion
56d10ab417492d1400aab7e6	New_York_City	What was the percentage increase in the Broadway ticket revenue from 2012-3 to 2013-4?	11.4%	the 11.4 percent -s increase in Broadway ticket revenue was from 2012-3 to 2013-4
56d10ab417492d1400aab7e7	New_York_City	How many people attended a Broadway show in the 2013-4 season?	12.21 million	the twelve –point –two –one –million people attended a Broadway show in the 2013 –4 season
56d10ab417492d1400aab7e8	New_York_City	In 2012-3, what number of people saw a show on Broadway?	11.57 million	the 11.57 million people saw a show on Broadway
56d00431234ae51400d9c25b	New_York_City	How many restaurants are there in NYC?	24,000	there are 24,000 restaurant -s in NYC
56d10c8c17492d1400aab810	New_York_City	How many mobile food vendors operate in New York City?	4,000	the four thousand mobile food vendor -s operate in New York City
56d10c8c17492d1400aab811	New_York_City	How many restaurants is New York home to?	24,000	New York is home to 24,000 restaurant -s
56d10c8c17492d1400aab812	New_York_City	What public department inspects the restaurants of New York?	New York City Department of Health and Mental Hygiene	the New York City Department of Health and Mental Hygiene inspects the restaurants
56d10c8c17492d1400aab813	New_York_City	According to Michelin, about how many fine dining restaurants exist in New York?	one thousand	Michelin estimates about one thousand fine dining restaurant -s exist in New York
56d004e5234ae51400d9c266	New_York_City	The Brooklyn Dodgers were created in what year?	1882	the Brooklyn Dodgers were created in 1882
56d004e5234ae51400d9c268	New_York_City	Which four of the world's most expensive stadiums are located in NYC?	MetLife Stadium, the new Yankee Stadium, Madison Square Garden, and Citi Field	MetLife Stadium the new Yankee Stadium Madison Square Garden and Citi Field are located in NYC
56d004e5234ae51400d9c269	New_York_City	Which two sports stadiums of New York City were featured on US stamps?	the original Yankee Stadium and Ebbets Field	the original Yankee Stadium and Ebbets Field were featured on US stamps
56d10dd217492d1400aab838	New_York_City	In what year were the Brooklyn Dodgers founded?	1882	the Brooklyn Dodgers were founded in 1882
56d10dd217492d1400aab839	New_York_City	What professional soccer organization is headquartered in New York?	Major League Soccer	Major League Soccer is headquartered in New York
56d10dd217492d1400aab83a	New_York_City	How many professional sports leagues have their headquarters in New York?	five	five professional sport -s league -s have their headquarters in New York
56d10dd217492d1400aab83b	New_York_City	About how many major professional sports teams have been based at one time or another in New York?	forty	about forty major professional sports team -s have been based at one time or another in New York
56d00567234ae51400d9c273	New_York_City	NYC is known as the Capital of which sport?	Baseball	NYC is known as the capital of Baseball
56d00567234ae51400d9c274	New_York_City	How many Major League Baseball World Series has NYC teams won?	35	the New York City team -s have won 35 Major League Baseball World Series
56d00567234ae51400d9c275	New_York_City	It is one of only five areas to contain two teams of what sport?	Baseball	it is one of only five area -s to contain two team -s of baseball
56d00567234ae51400d9c277	New_York_City	How many minor league baseball teams are there in NYC?	two	there are two minor league baseball team -s in NYC
56d10e4617492d1400aab840	New_York_City	How many World Series have New York teams won?	35	the New York team -s have won 35 World Series
56d10e4617492d1400aab841	New_York_City	How many Major League baseball league pennants have New York teams won?	73	the New York team -s have won seventy –three Major League baseball league pennants
56d10e4617492d1400aab842	New_York_City	How many professional baseball teams are located in New York?	two	the two professional baseball team -s are located in New York
56d10e4617492d1400aab843	New_York_City	How many times have two teams from New York played against each other in the World Series?	14	two team -s from New York have played against each other in the World Series fourteen times
56d10e4617492d1400aab844	New_York_City	What is the nickname for a World Series where two New York teams play against each other?	Subway Series	the Subway Series is a World Series where two New York teams play against each other
56d005a1234ae51400d9c27e	New_York_City	The New York Giants and the New York Jets place at which stadium in NYC?	MetLife Stadium	the New York Giants and the New York Jets place at which stadium in NYC MetLife Stadium
56d005a1234ae51400d9c27f	New_York_City	When was the most recent superbowl held in NYC for football?	2014	the most recent superbowl was held in NYC in 2014
